Serial,Time,Lat,Lon,Temp,Hm0,Hsig,Hmax,Tz,Tm02,Tm01,Tp,Dp,Dm,Dp_sp,Dm_sp,Qflag,Qcode,Percent,Dof
SPOT_30856C,26-Feb-2025 02:30:00, -23.47986, 152.07754, 26.91,  1.52,  1.51,  2.69,  6.02,  5.56,  6.65,  9.31, 33.24, 35.96, 23.42, 32.88,1,1,100,68 
SPOT_30856C,26-Feb-2025 03:00:00, -23.47987, 152.07755, 26.85,  1.63,  1.57,  3.01,  6.25,  5.80,  6.90,  9.31, 28.59, 33.54, 26.49, 35.13,1,1,100,68 
SPOT_30856C,26-Feb-2025 03:30:00, -23.47985, 152.07754, 26.88,  1.80,  1.66,  2.36,  6.22,  5.92,  6.89,  9.31, 33.56, 37.08, 24.45, 33.70,1,1,100,68 
SPOT_30856C,26-Feb-2025 04:00:00, -23.47984, 152.07755, 26.91,  1.72,  1.63,  2.83,  6.31,  5.82,  6.90,  9.31, 32.77, 36.46, 26.80, 34.55,1,1,100,68 
SPOT_30856C,26-Feb-2025 04:30:00, -23.47986, 152.07757, 26.88,  1.75,  1.62,  2.82,  5.88,  5.68,  6.64,  9.31, 39.05, 42.83, 23.94, 30.41,1,1,100,68 
SPOT_30856C,26-Feb-2025 05:00:00, -23.47976, 152.07756, 26.89,  1.67,  1.68,  2.66,  5.83,  5.43,  6.35,  8.53, 39.21, 41.66, 22.35, 31.00,1,1,100,68 
SPOT_30856C,26-Feb-2025 05:30:00, -23.47976, 152.07755, 26.88,  1.76,  1.71,  2.72,  6.13,  5.70,  6.70,  9.31, 43.29, 45.50, 19.06, 30.78,1,1,100,68 
SPOT_30856C,26-Feb-2025 06:00:00, -23.47970, 152.07758, 26.87,  1.96,  1.83,  3.20,  5.73,  5.86,  6.85,  9.31, 47.92, 50.15, 16.60, 27.56,1,1,100,68 
SPOT_30856C,26-Feb-2025 06:30:00, -23.47946, 152.07780, 26.89,  2.15,  1.96,  3.66,  6.44,  5.99,  6.86,  9.31, 51.75, 52.77, 13.49, 24.77,1,1,100,68 
SPOT_30856C,26-Feb-2025 07:00:00, -23.47944, 152.07818, 26.91,  1.88,  1.91,  3.53,  6.07,  5.61,  6.39,  8.53, 67.71, 68.02, 19.93, 27.29,1,1,100,68 
SPOT_30856C,26-Feb-2025 07:30:00, -23.47961, 152.07838, 26.88,  2.05,  1.99,  2.88,  6.35,  5.99,  6.90,  9.31, 63.48, 69.14, 19.15, 27.25,1,1,100,68 
SPOT_30856C,26-Feb-2025 08:00:00, -23.47976, 152.07822, 26.84,  1.90,  1.77,  2.93,  5.96,  5.92,  6.85,  9.31, 54.09, 62.14, 17.30, 26.45,1,1,100,68 
SPOT_30856C,26-Feb-2025 08:30:00, -23.47951, 152.07776, 26.84,  1.76,  1.67,  3.01,  6.25,  5.96,  6.97,  9.31, 60.45, 61.79, 15.16, 26.68,1,1,100,68 
SPOT_30856C,26-Feb-2025 09:00:00, -23.47947, 152.07792, 26.83,  1.65,  1.53,  2.29,  6.16,  5.85,  6.83,  9.31, 60.01, 63.30, 12.72, 24.96,1,1,100,68 
SPOT_30856C,26-Feb-2025 09:30:00, -23.47944, 152.07799, 26.88,  1.50,  1.43,  2.74,  6.31,  5.68,  7.00, 10.24, 59.20, 61.90, 13.58, 26.04,1,1,100,68 
SPOT_30856C,26-Feb-2025 10:00:00, -23.47943, 152.07797, 26.88,  1.37,  1.24,  1.99,  5.69,  5.36,  6.73,  9.31, 61.72, 62.24, 13.22, 27.89,1,1,100,68 
SPOT_30856C,26-Feb-2025 10:30:00, -23.47956, 152.07769, 26.94,  2.18,  1.45, 10.90,  5.88,  8.61, 13.07, 34.13,  5.18, 46.60, 71.25, 60.92,4,6,100,68 
SPOT_30856C,26-Feb-2025 11:00:00, -23.47973, 152.07759, 26.99,  1.37,  1.17,  2.01,  5.57,  5.72,  7.05,  9.31, 54.75, 53.14, 18.89, 30.08,3,4,100,68 
SPOT_30856C,26-Feb-2025 11:30:00, -23.47984, 152.07755, 27.04,  1.30,  1.27,  2.26,  5.97,  5.39,  6.70,  8.53, 45.49, 47.13, 28.08, 37.98,1,1,100,68 
SPOT_30856C,26-Feb-2025 12:00:00, -23.47987, 152.07756, 27.07,  1.54,  1.46,  2.52,  6.81,  6.01,  7.28,  9.31, 36.92, 38.63, 25.42, 35.53,1,1,100,68 
SPOT_30856C,26-Feb-2025 12:30:00, -23.47989, 152.07756, 27.09,  1.38,  1.31,  2.49,  6.01,  5.53,  6.77,  9.31, 36.87, 36.88, 26.59, 37.69,1,1,100,68 
SPOT_30856C,26-Feb-2025 13:00:00, -23.47991, 152.07757, 27.10,  1.51,  1.41,  2.34,  6.14,  5.78,  6.98,  9.31, 42.33, 42.77, 22.36, 30.99,1,1,100,68 
SPOT_30856C,26-Feb-2025 13:30:00, -23.47988, 152.07758, 27.14,  1.58,  1.45,  2.31,  5.57,  5.61,  6.78,  9.31, 45.45, 46.37, 17.02, 27.11,1,1,100,68 
SPOT_30856C,26-Feb-2025 14:00:00, -23.47976, 152.07758, 27.17,  1.75,  1.52,  2.17,  6.20,  5.90,  6.98,  9.31, 49.12, 48.16, 15.67, 23.59,1,1,100,68 
SPOT_30856C,26-Feb-2025 14:30:00, -23.47968, 152.07763, 27.25,  1.44,  1.36,  2.19,  5.54,  5.15,  6.24,  9.31, 47.50, 48.39, 17.71, 28.80,1,1,100,68 
SPOT_30856C,26-Feb-2025 15:00:00, -23.47954, 152.07771, 27.23,  1.52,  1.45,  2.17,  5.87,  5.48,  6.60,  9.31, 49.04, 49.91, 19.66, 27.98,1,1,100,68 
SPOT_30856C,26-Feb-2025 15:30:00, -23.47959, 152.07772, 27.17,  1.88,  1.78,  2.70,  6.32,  5.99,  6.99,  9.31, 48.40, 49.39, 16.81, 23.89,1,1,100,68 
SPOT_30856C,26-Feb-2025 16:00:00, -23.47965, 152.07767, 27.16,  1.92,  1.79,  2.73,  6.17,  5.81,  6.82,  9.31, 51.05, 49.70, 15.40, 24.09,1,1,100,68 
SPOT_30856C,26-Feb-2025 16:30:00, -23.47975, 152.07761, 27.10,  1.81,  1.68,  2.78,  6.09,  5.78,  6.88,  9.31, 50.07, 49.83, 13.41, 24.28,1,1,100,68 
SPOT_30856C,26-Feb-2025 17:00:00, -23.47963, 152.07763, 27.08,  1.96,  1.77,  2.80,  6.06,  6.07,  7.06,  9.31, 49.14, 49.50, 15.07, 23.67,1,1,100,68 
SPOT_30856C,26-Feb-2025 17:30:00, -23.47956, 152.07769, 27.06,  1.80,  1.70,  2.98,  5.89,  5.63,  6.61,  9.31, 53.43, 52.52, 18.78, 27.24,1,1,100,68 
SPOT_30856C,26-Feb-2025 18:00:00, -23.47948, 152.07780, 27.03,  1.88,  1.84,  2.76,  6.22,  5.77,  6.68,  9.31, 54.51, 53.80, 16.40, 26.04,1,1,100,68 
SPOT_30856C,26-Feb-2025 18:30:00, -23.47946, 152.07783, 27.01,  2.06,  1.92,  3.12,  6.13,  5.95,  6.89,  9.31, 51.43, 52.89, 13.71, 24.52,1,1,100,68 
SPOT_30856C,26-Feb-2025 19:00:00, -23.47943, 152.07806, 26.97,  2.06,  1.99,  3.62,  6.29,  6.07,  6.97,  9.31, 56.09, 59.22, 14.70, 22.93,1,1,100,68 
SPOT_30856C,26-Feb-2025 19:30:00, -23.47952, 152.07831, 26.95,  1.80,  1.75,  2.99,  5.84,  5.62,  6.47,  9.31, 68.36, 72.88, 17.70, 28.88,1,1,100,68 
SPOT_30856C,26-Feb-2025 20:00:00, -23.47974, 152.07835, 26.85,  1.59,  1.65,  3.07,  6.15,  5.57,  6.65,  9.31, 57.92, 67.38, 16.42, 28.96,1,1,100,68 
SPOT_30856C,26-Feb-2025 20:30:00, -23.47947, 152.07793, 26.86,  1.59,  1.62,  2.94,  6.13,  5.58,  6.77, 10.24, 55.88, 61.80, 14.03, 25.90,1,1,100,68 
SPOT_30856C,26-Feb-2025 21:00:00, -23.47944, 152.07789, 26.85,  1.57,  1.50,  2.68,  6.29,  5.86,  7.17,  9.31, 61.91, 63.91, 11.25, 24.04,1,1,100,68 
SPOT_30856C,26-Feb-2025 21:30:00, -23.47950, 152.07779, 26.82,  1.32,  1.22,  1.99,  5.55,  5.13,  6.51,  9.31, 61.38, 62.55, 16.45, 29.55,1,1,100,68 
SPOT_30856C,26-Feb-2025 22:00:00, -23.47951, 152.07777, 26.77,  1.52,  1.42,  2.24,  6.10,  5.82,  7.32,  9.31, 58.25, 59.95, 11.03, 24.21,1,1,100,68 
SPOT_30856C,26-Feb-2025 22:30:00, -23.47980, 152.07759, 26.77,  1.16,  1.23,  1.85,  5.70,  4.99,  6.44,  9.31, 48.88, 54.67, 26.28, 36.00,1,1,100,68 
SPOT_30856C,26-Feb-2025 23:00:00, -23.47992, 152.07757, 26.80,  1.24,  1.19,  1.98,  5.48,  5.28,  6.58,  9.31, 50.58, 52.98, 27.44, 37.69,1,1,100,68 
SPOT_30856C,26-Feb-2025 23:30:00, -23.47991, 152.07755, 26.83,  1.40,  1.34,  2.42,  6.22,  5.83,  7.17, 10.24, 41.56, 42.90, 28.25, 37.98,1,1,100,68 
SPOT_30856C,27-Feb-2025 00:00:00, -23.47992, 152.07756, 26.82,  1.57,  1.46,  2.56,  7.08,  6.53,  7.73,  9.31, 33.59, 36.79, 30.99, 38.51,1,1,100,68 
SPOT_30856C,27-Feb-2025 00:30:00, -23.47991, 152.07755, 26.80,  1.53,  1.33,  3.05,  6.60,  6.40,  7.66, 10.24, 33.26, 35.57, 28.29, 36.73,1,1,100,68 
SPOT_30856C,27-Feb-2025 01:00:00, -23.47989, 152.07755, 26.78,  1.37,  1.28,  2.29,  5.89,  5.89,  7.17,  9.31, 41.66, 41.51, 21.74, 32.02,1,1,100,68 
SPOT_30856C,27-Feb-2025 01:30:00, -23.47986, 152.07758, 26.73,  1.54,  1.47,  2.03,  6.49,  5.92,  7.02,  9.31, 49.22, 48.19, 18.26, 27.27,1,1,100,68 
SPOT_30856C,27-Feb-2025 02:00:00, -23.47983, 152.07759, 26.74,  1.37,  1.42,  2.39,  5.84,  5.47,  6.66,  9.31, 46.29, 46.53, 17.68, 29.53,1,1,100,68 
SPOT_30856C,27-Feb-2025 02:30:00, -23.47989, 152.07757, 26.80,  1.38,  1.36,  2.51,  5.96,  5.48,  6.55,  9.31, 43.52, 45.44, 24.70, 33.09,1,1,100,68 
SPOT_30856C,27-Feb-2025 03:00:00, -23.47990, 152.07755, 26.82,  1.40,  1.37,  2.53,  5.99,  5.84,  6.95,  9.31, 30.40, 36.34, 29.49, 36.09,1,1,100,68 
SPOT_30856C,27-Feb-2025 03:30:00, -23.47987, 152.07754, 26.88,  1.61,  1.42,  2.67,  6.20,  6.18,  7.28,  9.31, 26.01, 28.82, 29.91, 37.79,1,1,100,68 
SPOT_30856C,27-Feb-2025 04:00:00, -23.47989, 152.07755, 26.90,  1.54,  1.43,  2.94,  6.32,  6.23,  7.34,  9.31, 23.95, 26.95, 28.21, 41.99,1,1,100,68 
SPOT_30856C,27-Feb-2025 04:30:00, -23.47988, 152.07755, 26.90,  1.56,  1.41,  2.27,  6.35,  6.07,  7.15,  9.31, 19.28, 22.69, 32.74, 40.43,1,1,100,68 
SPOT_30856C,27-Feb-2025 05:00:00, -23.47987, 152.07755, 26.90,  1.49,  1.50,  2.70,  6.06,  5.65,  6.74,  8.53, 23.75, 27.50, 37.66, 47.54,1,1,100,68 
SPOT_30856C,27-Feb-2025 05:30:00, -23.47986, 152.07755, 26.89,  1.65,  1.52,  2.48,  5.95,  5.95,  6.96,  9.31, 28.71, 34.89, 32.61, 40.30,1,1,100,68 
SPOT_30856C,27-Feb-2025 06:00:00, -23.47984, 152.07755, 26.88,  1.75,  1.54,  2.56,  6.09,  5.91,  6.93,  9.31, 36.69, 40.13, 26.08, 34.53,1,1,100,68 
SPOT_30856C,27-Feb-2025 06:30:00, -23.47977, 152.07757, 26.87,  1.77,  1.77,  2.93,  6.18,  5.67,  6.61,  9.31, 47.33, 49.09, 16.39, 25.97,1,1,100,68 
SPOT_30856C,27-Feb-2025 07:00:00, -23.47965, 152.07764, 26.88,  1.88,  1.70,  2.56,  5.85,  5.80,  6.73,  9.31, 50.26, 52.14, 15.83, 24.72,1,1,100,68 
SPOT_30856C,27-Feb-2025 07:30:00, -23.47945, 152.07796, 26.88,  1.81,  1.74,  2.64,  5.84,  5.57,  6.44,  9.31, 55.69, 57.08, 17.74, 25.70,1,1,100,68 
SPOT_30856C,27-Feb-2025 08:00:00, -23.47955, 152.07833, 26.90,  2.09,  1.82,  3.00,  5.93,  5.99,  6.79,  9.31, 64.04, 67.37, 23.44, 28.12,1,1,100,68 
SPOT_30856C,27-Feb-2025 08:30:00, -23.47969, 152.07841, 26.87,  1.84,  1.73,  3.13,  5.79,  5.65,  6.44, 10.24, 55.16, 67.18, 21.50, 31.03,1,1,100,68 
SPOT_30856C,27-Feb-2025 09:00:00, -23.47984, 152.07811, 26.87,  1.69,  1.60,  2.95,  5.98,  5.62,  6.45,  9.31, 54.98, 62.75, 19.17, 27.38,1,1,100,68 
SPOT_30856C,27-Feb-2025 09:30:00, -23.47950, 152.07817, 26.90,  1.74,  1.66,  2.86,  6.41,  5.99,  7.09,  9.31, 63.66, 67.39, 14.79, 23.99,1,1,100,68 
SPOT_30856C,27-Feb-2025 10:00:00, -23.47952, 152.07823, 26.94,  1.75,  1.62,  2.71,  6.28,  6.19,  7.36, 10.24, 62.71, 69.99, 14.74, 24.09,1,1,100,68 
SPOT_30856C,27-Feb-2025 10:30:00, -23.47950, 152.07820, 26.95,  1.54,  1.45,  3.05,  6.53,  6.16,  7.47, 10.24, 65.65, 68.97, 16.53, 25.64,1,1,100,68 
SPOT_30856C,27-Feb-2025 11:00:00, -23.47949, 152.07794, 26.97,  1.57,  1.38,  2.22,  5.91,  5.98,  7.25,  9.31, 56.09, 59.45, 14.05, 24.38,1,1,100,68 
SPOT_30856C,27-Feb-2025 11:30:00, -23.47974, 152.07759, 26.97,  1.40,  1.31,  2.00,  5.83,  5.64,  7.06, 10.24, 49.85, 52.30, 21.97, 33.68,1,1,100,68 
SPOT_30856C,27-Feb-2025 12:00:00, -23.47989, 152.07756, 27.00,  1.46,  1.36,  2.27,  6.44,  5.96,  7.35, 10.24, 42.01, 42.59, 26.25, 38.08,1,1,100,68 
SPOT_30856C,27-Feb-2025 12:30:00, -23.47992, 152.07754, 27.01,  1.52,  1.38,  2.21,  6.45,  6.17,  7.54, 10.24, 33.06, 34.29, 24.16, 35.69,1,1,100,68 
SPOT_30856C,27-Feb-2025 13:00:00, -23.47993, 152.07756, 27.05,  1.67,  1.55,  2.93,  6.86,  6.57,  7.97, 10.24, 37.16, 36.37, 24.21, 31.87,1,1,100,68 
SPOT_30856C,27-Feb-2025 13:30:00, -23.47994, 152.07758, 27.09,  1.71,  1.53,  3.37,  6.14,  6.31,  7.62, 10.24, 40.41, 41.18, 20.28, 27.92,1,1,100,68 
SPOT_30856C,27-Feb-2025 14:00:00, -23.47988, 152.07758, 27.12,  1.95,  1.78,  3.11,  6.90,  6.46,  7.65, 10.24, 44.62, 45.40, 12.09, 22.83,1,1,100,68 
SPOT_30856C,27-Feb-2025 14:30:00, -23.47977, 152.07761, 27.13,  1.90,  1.84,  3.12,  6.26,  6.16,  7.33, 10.24, 48.26, 47.91, 15.45, 23.93,1,1,100,68 
SPOT_30856C,27-Feb-2025 15:00:00, -23.47974, 152.07762, 27.12,  1.99,  2.05,  3.41,  6.92,  6.58,  7.78, 10.24, 46.26, 47.00, 12.55, 22.74,1,1,100,68 
SPOT_30856C,27-Feb-2025 15:30:00, -23.47981, 152.07758, 27.11,  2.18,  2.06,  3.34,  7.26,  6.71,  7.74,  9.31, 41.78, 41.66, 15.36, 21.94,1,1,100,68 
SPOT_30856C,27-Feb-2025 16:00:00, -23.47987, 152.07756, 27.10,  2.17,  1.97,  3.84,  7.11,  6.87,  7.97, 10.24, 35.44, 37.54, 15.42, 22.94,1,1,100,68 
SPOT_30856C,27-Feb-2025 16:30:00, -23.47991, 152.07756, 27.08,  1.79,  1.78,  3.01,  6.63,  6.27,  7.46, 10.24, 35.31, 38.24, 18.37, 26.62,1,1,100,68 
SPOT_30856C,27-Feb-2025 17:00:00, -23.47984, 152.07755, 27.03,  2.03,  2.01,  3.28,  6.94,  6.47,  7.59, 10.24, 37.63, 40.62, 16.60, 24.52,1,1,100,68 
SPOT_30856C,27-Feb-2025 17:30:00, -23.47986, 152.07756, 27.01,  2.14,  1.99,  3.07,  6.75,  6.85,  7.97, 10.24, 37.35, 37.98, 18.26, 25.47,1,1,100,68 
SPOT_30856C,27-Feb-2025 18:00:00, -23.47981, 152.07756, 26.94,  1.94,  1.85,  3.19,  6.69,  6.45,  7.59, 10.24, 35.74, 37.28, 21.39, 28.88,1,1,100,68 
SPOT_30856C,27-Feb-2025 18:30:00, -23.47983, 152.07756, 26.93,  2.09,  1.93,  3.00,  6.53,  6.42,  7.46,  9.31, 39.17, 41.94, 17.20, 25.61,1,1,100,68 
SPOT_30856C,27-Feb-2025 19:00:00, -23.47967, 152.07760, 26.92,  2.18,  2.08,  3.33,  6.78,  6.29,  7.28,  9.31, 46.08, 48.18, 13.24, 23.77,1,1,100,68 
SPOT_30856C,27-Feb-2025 19:30:00, -23.47950, 152.07774, 26.90,  2.21,  2.30,  3.56,  6.95,  6.36,  7.38, 10.24, 48.46, 50.30, 16.07, 23.76,1,1,100,68 
SPOT_30856C,27-Feb-2025 20:00:00, -23.47946, 152.07815, 26.89,  2.32,  2.20,  3.40,  6.35,  6.38,  7.30, 10.24, 58.22, 62.88, 15.22, 24.11,1,1,100,68 
SPOT_30856C,27-Feb-2025 20:30:00, -23.47962, 152.07835, 26.87,  2.28,  2.07,  4.19,  6.71,  6.37,  7.26, 10.24, 59.41, 66.08, 19.04, 26.58,1,1,100,68 
SPOT_30856C,27-Feb-2025 21:00:00, -23.47991, 152.07833, 26.81,  1.89,  1.88,  2.74,  6.64,  6.26,  7.18, 10.24, 51.72, 60.47, 16.12, 25.50,1,1,100,68 
SPOT_30856C,27-Feb-2025 21:30:00, -23.47964, 152.07768, 26.82,  1.85,  1.68,  3.26,  6.63,  6.54,  7.75, 10.24, 54.98, 58.73, 14.47, 24.23,1,1,100,68 
SPOT_30856C,27-Feb-2025 22:00:00, -23.47948, 152.07790, 26.83,  1.67,  1.58,  2.72,  6.49,  6.09,  7.31, 10.24, 56.41, 60.33, 11.63, 22.47,1,1,100,68 
SPOT_30856C,27-Feb-2025 22:30:00, -23.47953, 152.07785, 26.77,  1.65,  1.54,  2.69,  6.36,  6.13,  7.39, 10.24, 52.82, 57.32, 13.40, 23.69,1,1,100,68 
SPOT_30856C,27-Feb-2025 23:00:00, -23.47975, 152.07762, 26.76,  1.48,  1.39,  2.43,  6.24,  5.82,  7.23, 10.24, 56.48, 56.35, 20.04, 30.53,1,1,100,68 
SPOT_30856C,27-Feb-2025 23:30:00, -23.47989, 152.07757, 26.78,  1.37,  1.26,  2.00,  5.85,  5.60,  6.96, 10.24, 49.07, 46.80, 25.42, 37.31,1,1,100,68 
SPOT_30856C,28-Feb-2025 00:00:00, -23.47992, 152.07757, 26.79,  1.49,  1.39,  2.25,  6.74,  5.98,  7.36, 10.24, 36.76, 39.77, 27.68, 37.75,1,1,100,68 
SPOT_30856C,28-Feb-2025 00:30:00, -23.47993, 152.07756, 26.79,  1.50,  1.46,  2.57,  6.48,  6.19,  7.59, 10.24, 31.08, 33.68, 27.55, 37.99,1,1,100,68 
SPOT_30856C,28-Feb-2025 01:00:00, -23.47991, 152.07755, 26.77,  1.47,  1.44,  2.53,  7.02,  5.87,  7.20, 10.24, 35.03, 35.99, 25.94, 37.66,1,1,100,68 
SPOT_30856C,28-Feb-2025 01:30:00, -23.47985, 152.07760, 26.73,  1.61,  1.53,  3.13,  6.06,  5.81,  6.98,  9.31, 45.97, 43.67, 19.81, 29.34,1,1,100,68 
SPOT_30856C,28-Feb-2025 02:00:00, -23.47974, 152.07757, 26.72,  1.88,  1.76,  2.82,  6.24,  6.12,  7.25,  9.31, 46.76, 46.00, 16.74, 25.17,1,1,100,68 
SPOT_30856C,28-Feb-2025 02:30:00, -23.47979, 152.07758, 26.69,  1.78,  1.69,  2.42,  6.47,  6.00,  7.04,  9.31, 44.50, 44.90, 18.07, 26.78,1,1,100,68 
SPOT_30856C,28-Feb-2025 03:00:00, -23.47982, 152.07757, 26.75,  1.95,  1.90,  3.44,  6.91,  6.42,  7.64,  9.31, 40.42, 40.54, 20.13, 31.96,1,1,100,68 
SPOT_30856C,28-Feb-2025 03:30:00, -23.47990, 152.07756, 26.73,  1.89,  1.82,  3.15,  7.06,  6.53,  7.54,  9.31, 28.98, 31.79, 31.22, 35.17,1,1,100,68 
SPOT_30856C,28-Feb-2025 04:00:00, -23.47989, 152.07756, 26.79,  1.85,  1.82,  2.93,  7.02,  6.53,  7.72,  9.31, 24.12, 26.96, 32.99, 40.73,1,1,100,68 
SPOT_30856C,28-Feb-2025 04:30:00, -23.47987, 152.07755, 26.81,  1.75,  1.71,  2.88,  6.40,  6.27,  7.46, 10.24, 12.55, 21.72, 32.89, 45.19,1,1,100,68 
SPOT_30856C,28-Feb-2025 05:00:00, -23.47987, 152.07755, 26.81,  1.78,  1.75,  3.13,  6.73,  6.37,  7.64, 10.24, 17.10, 20.33, 39.44, 49.51,1,1,100,68 
SPOT_30856C,28-Feb-2025 05:30:00, -23.47987, 152.07755, 26.81,  1.92,  1.80,  3.50,  6.79,  6.73,  7.92, 10.24, 17.08, 24.74, 35.67, 47.41,1,1,100,68 
SPOT_30856C,28-Feb-2025 06:00:00, -23.47984, 152.07754, 26.80,  1.78,  1.72,  2.44,  6.68,  6.21,  7.37,  9.31, 27.94, 29.41, 30.02, 43.19,1,1,100,68 
SPOT_30856C,28-Feb-2025 06:30:00, -23.47982, 152.07755, 26.78,  1.90,  1.81,  2.68,  6.62,  6.13,  7.23,  9.31, 27.88, 34.66, 24.34, 37.03,1,1,100,68 
SPOT_30856C,28-Feb-2025 07:00:00, -23.47981, 152.07756, 26.78,  1.90,  1.84,  2.97,  6.31,  6.01,  7.15, 10.24, 35.67, 40.53, 21.92, 34.65,1,1,100,68 
SPOT_30856C,28-Feb-2025 07:30:00, -23.47976, 152.07758, 26.78,  1.88,  1.83,  3.38,  6.23,  5.88,  6.95, 10.24, 43.75, 47.34, 22.43, 32.25,1,1,100,68 
SPOT_30856C,28-Feb-2025 08:00:00, -23.47968, 152.07762, 26.80,  2.15,  1.98,  3.44,  6.41,  6.33,  7.35,  9.31, 52.45, 53.70, 18.64, 25.85,1,1,100,68 
SPOT_30856C,28-Feb-2025 08:30:00, -23.47948, 152.07789, 26.80,  2.12,  2.11,  3.90,  6.59,  6.28,  7.24, 10.24, 52.43, 55.83, 15.67, 24.44,1,1,100,68 
SPOT_30856C,28-Feb-2025 09:00:00, -23.47954, 152.07834, 26.80,  2.09,  2.03,  2.82,  6.45,  6.21,  7.18, 10.24, 55.65, 64.30, 18.68, 29.11,1,1,100,68 
SPOT_30856C,28-Feb-2025 09:30:00, -23.47973, 152.07842, 26.77,  1.96,  1.88,  3.11,  6.44,  6.10,  7.06,  9.31, 57.62, 65.99, 21.14, 30.29,1,1,100,68 
SPOT_30856C,28-Feb-2025 10:00:00, -23.47947, 152.07792, 26.78,  1.95,  1.86,  3.14,  6.74,  6.44,  7.62, 10.24, 53.25, 58.21, 14.58, 25.51,1,1,100,68 
SPOT_30856C,28-Feb-2025 10:30:00, -23.47946, 152.07793, 26.84,  1.83,  1.65,  3.10,  6.33,  6.38,  7.78, 10.24, 55.79, 59.37, 12.88, 25.12,1,1,100,68 
SPOT_30856C,28-Feb-2025 11:00:00, -23.47955, 152.07806, 26.85,  1.86,  1.76,  2.66,  6.84,  6.59,  8.00, 10.24, 61.70, 63.48, 15.18, 24.30,1,1,100,68 
SPOT_30856C,28-Feb-2025 11:30:00, -23.47956, 152.07774, 26.89,  1.65,  1.62,  3.06,  7.11,  6.18,  7.69, 10.24, 52.18, 55.15, 16.31, 26.56,1,1,100,68 
SPOT_30856C,28-Feb-2025 12:00:00, -23.47981, 152.07759, 26.92,  1.76,  1.66,  2.57,  7.10,  6.65,  8.09, 10.24, 52.40, 51.17, 21.19, 34.24,1,1,100,68 
SPOT_30856C,28-Feb-2025 12:30:00, -23.47988, 152.07756, 26.97,  1.49,  1.50,  2.55,  6.74,  6.19,  7.78, 10.24, 34.61, 36.86, 24.47, 34.68,1,1,100,68 
SPOT_30856C,28-Feb-2025 13:00:00, -23.47991, 152.07758, 26.98,  1.88,  1.64,  2.79,  6.66,  6.80,  8.18, 10.24, 31.40, 31.47, 19.90, 30.10,1,1,100,68 
SPOT_30856C,28-Feb-2025 13:30:00, -23.47986, 152.07758, 26.97,  1.70,  1.66,  2.95,  6.43,  5.97,  7.29, 10.24, 38.44, 41.22, 19.22, 29.84,1,1,100,68 
SPOT_30856C,28-Feb-2025 14:00:00, -23.47972, 152.07765, 26.98,  2.09,  1.78,  3.12,  6.41,  6.56,  7.74, 10.24, 47.35, 48.17, 15.47, 23.44,1,1,100,68 
SPOT_30856C,28-Feb-2025 14:30:00, -23.47945, 152.07790, 27.02,  1.99,  1.92,  3.52,  6.50,  6.14,  7.16,  9.31, 50.92, 51.57, 15.98, 25.63,1,1,100,68 
SPOT_30856C,28-Feb-2025 15:00:00, -23.47943, 152.07796, 27.00,  2.15,  2.01,  3.25,  6.64,  6.50,  7.61, 10.24, 53.01, 52.52, 14.25, 23.09,1,1,100,68 
SPOT_30856C,28-Feb-2025 15:30:00, -23.47953, 152.07774, 27.00,  2.00,  1.90,  3.19,  6.49,  6.33,  7.48,  9.31, 47.58, 45.38, 16.85, 24.49,1,1,100,68 
SPOT_30856C,28-Feb-2025 16:00:00, -23.47973, 152.07760, 26.99,  2.11,  2.05,  3.27,  6.96,  6.39,  7.50,  9.31, 46.01, 43.98, 17.19, 23.90,1,1,100,68 
SPOT_30856C,28-Feb-2025 16:30:00, -23.47981, 152.07758, 26.95,  2.05,  1.91,  2.89,  6.79,  6.45,  7.60, 10.24, 36.05, 38.86, 17.01, 23.85,1,1,100,68 
SPOT_30856C,28-Feb-2025 17:00:00, -23.47982, 152.07757, 26.92,  1.99,  1.96,  3.06,  6.93,  6.49,  7.66, 10.24, 33.03, 37.93, 14.05, 25.23,1,1,100,68 
SPOT_30856C,28-Feb-2025 17:30:00, -23.47984, 152.07756, 26.89,  2.11,  1.97,  3.53,  7.03,  6.76,  7.94, 10.24, 34.21, 36.23, 18.62, 26.59,1,1,100,68 
SPOT_30856C,28-Feb-2025 18:00:00, -23.47984, 152.07756, 26.85,  2.19,  2.13,  3.74,  6.90,  6.79,  7.76, 10.24, 29.83, 35.42, 20.11, 28.55,1,1,100,68 
SPOT_30856C,28-Feb-2025 18:30:00, -23.47983, 152.07756, 26.84,  1.94,  1.92,  2.96,  6.94,  6.45,  7.65, 10.24, 31.57, 33.92, 17.65, 30.63,1,1,100,68 
SPOT_30856C,28-Feb-2025 19:00:00, -23.47979, 152.07757, 26.83,  2.14,  2.03,  3.29,  7.02,  6.54,  7.64,  9.31, 38.87, 39.67, 16.51, 25.93,1,1,100,68 
SPOT_30856C,28-Feb-2025 19:30:00, -23.47972, 152.07759, 26.82,  2.36,  2.20,  3.76,  6.58,  6.59,  7.61,  9.31, 47.00, 49.03, 13.93, 23.16,1,1,100,68 
SPOT_30856C,28-Feb-2025 20:00:00, -23.47957, 152.07771, 26.81,  2.38,  2.29,  3.97,  7.10,  6.67,  7.74, 10.24, 48.57, 49.65, 13.93, 23.46,1,1,100,68 
