Serial,Time,Lat,Lon,Temp,Hm0,Hsig,Hmax,Tz,Tm02,Tm01,Tp,Dp,Dm,Dp_sp,Dm_sp,Qflag,Qcode,Percent,Dof
SPOT_30856C,28-Feb-2025 20:30:00, -23.47941, 152.07800, 26.80,  2.43,  2.40,  3.92,  7.08,  6.70,  7.77, 10.24, 54.22, 55.51, 14.68, 22.98,1,1,100,68 
SPOT_30856C,28-Feb-2025 21:00:00, -23.47951, 152.07829, 26.81,  2.66,  2.39,  4.52,  7.14,  7.13,  8.16,  9.31, 65.51, 62.31, 21.13, 26.19,1,1,100,68 
SPOT_30856C,28-Feb-2025 21:30:00, -23.47961, 152.07838, 26.78,  2.38,  2.32,  3.71,  7.27,  6.98,  8.08, 10.24, 59.57, 62.05, 18.26, 28.23,1,1,100,68 
SPOT_30856C,28-Feb-2025 22:00:00, -23.47978, 152.07820, 26.76,  2.36,  2.32,  3.85,  7.55,  7.42,  8.65, 10.24, 50.69, 51.71, 13.99, 23.66,1,1,100,68 
SPOT_30856C,28-Feb-2025 22:30:00, -23.47949, 152.07782, 26.77,  2.18,  2.06,  3.23,  7.07,  7.09,  8.46, 11.38, 44.60, 51.21, 15.38, 23.58,1,1,100,68 
SPOT_30856C,28-Feb-2025 23:00:00, -23.47947, 152.07787, 26.75,  2.02,  2.00,  3.42,  7.85,  7.04,  8.43, 10.24, 53.15, 55.52, 17.58, 23.49,1,1,100,68 
SPOT_30856C,28-Feb-2025 23:30:00, -23.47969, 152.07760, 26.73,  2.01,  1.92,  3.22,  8.24,  7.61,  9.16, 10.24, 50.23, 49.76, 17.54, 24.59,1,1,100,68 
SPOT_30856C,01-Mar-2025 00:00:00, -23.47976, 152.07756, 26.73,  2.09,  1.92,  3.22,  7.93,  8.02,  9.59, 11.38, 42.73, 44.75, 15.79, 24.38,1,1,100,68 
SPOT_30856C,01-Mar-2025 00:30:00, -23.47984, 152.07755, 26.73,  2.14,  1.99,  3.19,  8.17,  7.82,  9.38, 11.38, 25.45, 29.18, 16.66, 28.34,1,1,100,68 
SPOT_30856C,01-Mar-2025 01:00:00, -23.47988, 152.07755, 26.74,  2.07,  1.97,  3.69,  8.42,  7.69,  9.34, 12.80, 21.12, 28.27, 20.60, 33.40,1,1,100,68 
SPOT_30856C,01-Mar-2025 01:30:00, -23.47985, 152.07756, 26.73,  2.00,  1.85,  3.01,  7.53,  7.22,  8.70, 10.24, 38.85, 36.97, 17.12, 27.74,1,1,100,68 
SPOT_30856C,01-Mar-2025 02:00:00, -23.47977, 152.07758, 26.73,  2.19,  1.89,  3.61,  7.04,  7.05,  8.35, 10.24, 43.65, 44.66, 13.99, 23.69,1,1,100,68 
SPOT_30856C,01-Mar-2025 02:30:00, -23.47951, 152.07774, 26.73,  2.02,  1.97,  2.94,  7.06,  6.57,  7.97, 10.24, 46.81, 45.93, 16.78, 25.73,1,1,100,68 
SPOT_30856C,01-Mar-2025 03:00:00, -23.47959, 152.07772, 26.72,  1.97,  1.80,  2.86,  6.76,  6.49,  7.77, 10.24, 46.45, 47.57, 18.29, 26.37,1,1,100,68 
SPOT_30856C,01-Mar-2025 03:30:00, -23.47965, 152.07763, 26.70,  2.16,  2.10,  3.63,  7.01,  6.77,  8.01, 10.24, 44.58, 45.57, 15.50, 24.08,1,1,100,68 
SPOT_30856C,01-Mar-2025 04:00:00, -23.47980, 152.07756, 26.72,  2.17,  2.13,  3.46,  7.44,  6.95,  8.24, 10.24, 40.81, 41.80, 14.43, 23.81,1,1,100,68 
SPOT_30856C,01-Mar-2025 04:30:00, -23.47985, 152.07755, 26.76,  2.41,  2.17,  3.26,  7.60,  7.48,  8.63, 10.24, 28.64, 31.66, 19.00, 26.25,1,1,100,68 
SPOT_30856C,01-Mar-2025 05:00:00, -23.47986, 152.07755, 26.77,  2.18,  2.04,  3.35,  7.39,  7.17,  8.41, 10.24, 21.92, 24.67, 21.41, 31.50,1,1,100,68 
SPOT_30856C,01-Mar-2025 05:30:00, -23.47986, 152.07754, 26.80,  2.26,  2.14,  3.47,  8.15,  7.58,  8.76, 11.38, 19.12, 20.98, 30.24, 41.50,1,1,100,68 
SPOT_30856C,01-Mar-2025 06:00:00, -23.47986, 152.07754, 26.79,  2.18,  2.16,  3.69,  7.94,  7.44,  8.75, 10.24, 21.22, 20.91, 27.61, 40.07,1,1,100,68 
SPOT_30856C,01-Mar-2025 06:30:00, -23.47983, 152.07755, 26.77,  2.45,  2.41,  3.66,  7.13,  7.48,  8.59, 10.24, 27.91, 30.67, 20.58, 31.06,1,1,100,68 
SPOT_30856C,01-Mar-2025 07:00:00, -23.47982, 152.07756, 26.77,  2.54,  2.31,  3.36,  7.76,  7.47,  8.48,  9.31, 37.00, 38.03, 22.79, 30.90,1,1,100,68 
SPOT_30856C,01-Mar-2025 07:30:00, -23.47977, 152.07757, 26.76,  2.30,  2.30,  4.12,  7.34,  6.99,  8.14, 10.24, 38.65, 40.39, 15.16, 27.51,1,1,100,68 
SPOT_30856C,01-Mar-2025 08:00:00, -23.47973, 152.07758, 26.77,  2.30,  2.24,  4.14,  7.19,  6.94,  7.99, 11.38, 37.98, 45.70, 14.30, 25.36,1,1,100,68 
SPOT_30856C,01-Mar-2025 08:30:00, -23.47967, 152.07761, 26.78,  2.45,  2.40,  4.22,  7.43,  7.44,  8.69, 10.24, 48.37, 47.26, 14.40, 24.45,1,1,100,68 
SPOT_30856C,01-Mar-2025 09:00:00, -23.47955, 152.07776, 26.79,  2.82,  2.53,  4.16,  7.73,  7.78,  8.94, 11.38, 45.48, 49.67, 14.04, 22.51,1,1,100,68 
SPOT_30856C,01-Mar-2025 09:30:00, -23.47950, 152.07825, 26.79,  2.49,  2.47,  4.67,  7.62,  7.53,  8.82, 11.38, 51.28, 56.56, 15.88, 24.72,1,1,100,68 
SPOT_30856C,01-Mar-2025 10:00:00, -23.47965, 152.07841, 26.78,  3.01,  2.86,  4.14,  8.62,  8.37,  9.46, 11.38, 50.07, 55.17, 17.52, 26.61,1,1,100,68 
SPOT_30856C,01-Mar-2025 10:30:00, -23.47974, 152.07840, 26.79,  2.99,  2.72,  4.32,  8.48,  8.33,  9.43, 12.80, 42.42, 53.75, 13.51, 24.51,1,1,100,68 
SPOT_30856C,01-Mar-2025 11:00:00, -23.47952, 152.07780, 26.80,  2.55,  2.49,  3.93,  8.44,  7.90,  9.16, 11.38, 46.89, 51.21, 12.61, 21.14,1,1,100,68 
SPOT_30856C,01-Mar-2025 11:30:00, -23.47951, 152.07782, 26.80,  2.48,  2.32,  3.97,  8.43,  7.92,  9.39, 11.38, 48.05, 49.95, 14.15, 22.03,1,1,100,68 
SPOT_30856C,01-Mar-2025 12:00:00, -23.47965, 152.07764, 26.81,  2.52,  2.20,  3.65,  8.01,  8.10,  9.42, 11.38, 49.58, 52.65, 13.51, 21.56,1,1,100,68 
SPOT_30856C,01-Mar-2025 12:30:00, -23.47992, 152.07755, 26.84,  2.47,  2.46,  3.76,  9.28,  8.56,  9.92, 11.38, 40.58, 43.51, 17.46, 25.25,1,1,100,68 
SPOT_30856C,01-Mar-2025 13:00:00, -23.47992, 152.07754, 26.86,  2.12,  2.25,  4.12,  8.83,  7.80,  9.43, 12.80, 30.58, 34.19, 18.80, 28.24,1,1,100,68 
SPOT_30856C,01-Mar-2025 13:30:00, -23.47994, 152.07754, 26.85,  2.24,  2.25,  4.02,  8.84,  8.22,  9.80, 12.80, 27.23, 29.14, 19.96, 29.23,1,1,100,68 
SPOT_30856C,01-Mar-2025 14:00:00, -23.47987, 152.07753, 26.86,  2.55,  2.39,  4.03,  8.35,  8.10,  9.47, 12.80, 29.31, 34.18, 18.63, 27.18,1,1,100,68 
SPOT_30856C,01-Mar-2025 14:30:00, -23.47975, 152.07757, 26.84,  3.03,  2.83,  5.43,  8.29,  8.28,  9.73, 12.80, 38.08, 41.33, 10.25, 20.74,1,1,100,68 
SPOT_30856C,01-Mar-2025 15:00:00, -23.47958, 152.07767, 26.84,  2.92,  2.72,  4.19,  8.40,  8.19,  9.48, 11.38, 42.40, 44.86, 15.60, 21.87,1,1,100,68 
SPOT_30856C,01-Mar-2025 15:30:00, -23.47977, 152.07757, 26.82,  3.35,  3.07,  5.44,  8.68,  8.59,  9.74, 11.38, 40.31, 41.70, 15.03, 21.78,1,1,100,68 
SPOT_30856C,01-Mar-2025 16:00:00, -23.47985, 152.07753, 26.84,  2.81,  2.78,  4.60,  8.25,  7.75,  9.00, 11.38, 36.80, 38.95, 20.14, 28.73,1,1,100,68 
SPOT_30856C,01-Mar-2025 16:30:00, -23.47988, 152.07751, 26.83,  3.01,  2.79,  4.46,  9.16,  8.34,  9.59, 11.38, 30.20, 31.85, 24.28, 37.06,1,1,100,68 
SPOT_30856C,01-Mar-2025 17:00:00, -23.47988, 152.07752, 26.82,  3.02,  2.66,  5.00,  8.57,  8.98, 10.21, 11.38, 28.23, 29.07, 27.38, 39.29,1,1,100,68 
SPOT_30856C,01-Mar-2025 17:30:00, -23.47986, 152.07752, 26.81,  3.05,  2.80,  4.03,  9.24,  8.84, 10.16, 12.80, 18.99, 25.97, 32.51, 44.79,1,1,100,68 
SPOT_30856C,01-Mar-2025 18:00:00, -23.47987, 152.07754, 26.80,  3.14,  2.92,  4.61,  9.18,  9.07, 10.43, 12.80, 26.73, 29.70, 33.97, 46.71,1,1,100,68 
SPOT_30856C,01-Mar-2025 18:30:00, -23.47990, 152.07753, 26.79,  3.28,  3.16,  5.36,  9.02,  9.16, 10.69, 12.80, 26.41, 29.77, 38.25, 51.67,1,1,100,68 
SPOT_30856C,01-Mar-2025 19:00:00, -23.47986, 152.07754, 26.78,  3.36,  3.42, 12.15,  9.20,  8.92, 10.20, 11.38, 32.03, 31.74, 37.53, 46.38,1,1,100,68 
SPOT_30856C,01-Mar-2025 19:30:00, -23.47989, 152.07755, 26.77,  3.66,  3.32,  5.53,  9.14,  9.12, 10.28, 12.80, 32.01, 37.13, 31.37, 39.66,1,1,100,68 
SPOT_30856C,01-Mar-2025 20:00:00, -23.47986, 152.07756, 26.76,  3.54,  3.54,  5.61,  9.31,  8.98, 10.18, 12.80, 31.79, 37.69, 31.74, 39.35,1,1,100,68 
SPOT_30856C,01-Mar-2025 20:30:00, -23.47984, 152.07756, 26.76,  3.78,  3.58,  5.11,  9.66,  9.18, 10.27, 12.80, 43.72, 46.05, 21.09, 26.96,1,1,100,68 
SPOT_30856C,01-Mar-2025 21:00:00, -23.47980, 152.07758, 26.76,  3.63,  3.74,  6.49,  9.78,  8.94, 10.17, 12.80, 46.30, 49.97, 13.57, 22.43,1,1,100,68 
SPOT_30856C,01-Mar-2025 21:30:00, -23.47959, 152.07770, 26.76,  3.82,  3.81,  5.72,  9.33,  8.95,  9.95, 12.80, 49.36, 53.89, 11.86, 19.42,1,1,100,68 
SPOT_30856C,01-Mar-2025 22:00:00, -23.47949, 152.07817, 26.75,  4.29,  4.31,  7.74,  9.74,  9.49, 10.57, 12.80, 50.64, 54.31, 11.93, 18.69,1,1,100,68 
SPOT_30856C,01-Mar-2025 22:30:00, -23.47964, 152.07833, 26.74,  4.39,  4.39,  6.58, 10.26,  9.70, 10.71, 12.80, 53.43, 59.15, 11.51, 21.33,1,1,100,68 
SPOT_30856C,01-Mar-2025 23:00:00, -23.47969, 152.07826, 26.74,  3.96,  3.99,  7.36,  9.83,  9.63, 10.78, 12.80, 52.48, 58.41, 12.83, 21.73,1,1,100,68 
SPOT_30856C,01-Mar-2025 23:30:00, -23.47996, 152.07765, 26.73,  4.15,  3.99,  6.57, 10.00,  9.89, 11.02, 12.80, 46.61, 50.14, 16.55, 26.67,1,1,100,68 
SPOT_30856C,02-Mar-2025 00:00:00, -23.47987, 152.07758, 26.73,  3.81,  3.54,  6.10,  9.76,  9.80, 10.98, 12.80, 48.23, 49.40, 26.45, 38.52,1,1,100,68 
SPOT_30856C,02-Mar-2025 00:30:00, -23.47989, 152.07756, 26.72,  3.60,  3.62,  5.24, 10.47,  9.96, 11.46, 12.80, 32.37, 39.57, 55.47, 60.33,3,4,100,68 
SPOT_30856C,02-Mar-2025 01:00:00, -23.47987, 152.07751, 26.72,  3.43,  3.34,  5.52, 10.87,  9.98, 11.65, 12.80, 26.09, 27.12, 48.02, 63.13,1,1,100,68 
SPOT_30856C,02-Mar-2025 01:30:00, -23.47989, 152.07751, 26.71,  3.84,  3.51,  5.35, 10.84, 10.32, 11.78, 12.80, 31.04, 31.22, 44.92, 57.04,1,1,100,68 
SPOT_30856C,02-Mar-2025 02:00:00, -23.47991, 152.07752, 26.71,  3.61,  3.42,  5.10, 10.07, 10.12, 11.40, 12.80, 30.23, 36.89, 56.09, 62.96,1,1,100,68 
SPOT_30856C,02-Mar-2025 02:30:00, -23.47987, 152.07755, 26.71,  3.30,  3.22,  5.83, 10.05,  9.62, 11.11, 12.80, 37.25, 38.15, 39.08, 51.76,1,1,100,68 
SPOT_30856C,02-Mar-2025 03:00:00, -23.47993, 152.07755, 26.70,  3.68,  3.72,  5.64, 10.41,  9.71, 10.95, 12.80, 37.94, 41.71, 30.58, 45.38,1,1,100,68 
SPOT_30856C,02-Mar-2025 03:30:00, -23.47994, 152.07755, 26.70,  4.00,  3.83,  5.40, 10.34,  9.68, 10.97, 12.80, 44.43, 46.46, 33.04, 44.13,1,1,100,68 
SPOT_30856C,02-Mar-2025 04:00:00, -23.47994, 152.07753, 26.69,  3.99,  3.75, 10.90,  9.64,  9.84, 11.26, 12.80, 31.89, 39.58, 42.62, 56.47,1,1,100,68 
SPOT_30856C,02-Mar-2025 04:30:00, -23.47992, 152.07737, 26.68,  4.29,  3.94,  6.07, 10.08, 10.06, 11.12, 12.80, 35.03, 38.09, 37.66, 48.86,1,1,100,68 
SPOT_30856C,02-Mar-2025 05:00:00, -23.47995, 152.07740, 26.68,  4.20,  4.19,  6.50, 10.31,  9.93, 11.28, 12.80, 38.27, 38.71, 41.39, 60.29,1,1,100,68 
SPOT_30856C,02-Mar-2025 05:30:00, -23.47991, 152.07737, 26.69,  4.58,  4.30,  6.15, 10.71, 10.05, 11.06, 12.80, 48.12, 49.40, 47.23, 56.44,1,1,100,68 
SPOT_30856C,02-Mar-2025 06:00:00, -23.47996, 152.07735, 26.69,  4.04,  3.81,  5.69,  9.35,  9.25, 10.48, 12.80, 36.03, 45.60, 34.84, 48.83,1,1,100,68 
SPOT_30856C,02-Mar-2025 06:30:00, -23.47993, 152.07736, 26.69,  4.26,  4.22,  6.84,  9.63,  9.42, 10.46, 12.80, 44.55, 48.67, 24.22, 34.58,1,1,100,68 
SPOT_30856C,02-Mar-2025 07:00:00, -23.47994, 152.07738, 26.69,  4.53,  4.32,  6.50,  9.53,  9.45, 10.48, 12.80, 52.29, 57.09, 33.95, 44.32,1,1,100,68 
SPOT_30856C,02-Mar-2025 07:30:00, -23.47992, 152.07743, 26.69,  4.64,  4.50,  6.12, 10.13,  9.64, 10.60, 12.80, 51.55, 56.38, 16.11, 23.50,1,1,100,68 
SPOT_30856C,02-Mar-2025 08:00:00, -23.47988, 152.07752, 26.70,  4.47,  4.21,  6.55,  9.61,  9.72, 10.80, 12.80, 54.52, 57.98, 10.97, 20.51,1,1,100,68 
SPOT_30856C,02-Mar-2025 08:30:00, -23.48002, 152.07770, 26.70,  4.29,  4.25,  6.56, 10.10,  9.77, 10.81, 12.80, 50.76, 54.29,  9.37, 20.16,1,1,100,68 
SPOT_30856C,02-Mar-2025 09:00:00, -23.47980, 152.07807, 26.70,  3.80,  3.78,  6.54, 10.10,  9.37, 10.47, 12.80, 52.21, 58.72, 12.86, 22.73,1,1,100,68 
SPOT_30856C,02-Mar-2025 09:30:00, -23.47981, 152.07819, 26.70,  4.05,  3.89,  5.36, 10.24,  9.70, 10.70, 12.80, 54.04, 59.24, 14.24, 24.68,1,1,100,68 
SPOT_30856C,02-Mar-2025 10:00:00, -23.47995, 152.07819, 26.71,  4.18,  4.06,  6.75,  9.86,  9.87, 10.88, 12.80, 55.13, 62.40, 18.06, 25.76,1,1,100,68 
SPOT_30856C,02-Mar-2025 10:30:00, -23.47988, 152.07822, 26.70,  3.92,  3.88,  6.43, 10.38, 10.29, 11.37, 14.63, 54.77, 60.09, 14.86, 23.58,1,1,100,68 
SPOT_30856C,02-Mar-2025 11:00:00, -23.47969, 152.07818, 26.70,  3.33,  3.35,  5.15, 10.37,  9.27, 10.49, 12.80, 57.77, 62.84, 17.55, 27.48,1,1,100,68 
SPOT_30856C,02-Mar-2025 11:30:00, -23.47962, 152.07803, 26.71,  3.08,  3.10,  4.13, 10.11,  9.58, 11.05, 12.80, 59.88, 61.15, 15.59, 19.94,1,1,100,68 
SPOT_30856C,02-Mar-2025 12:00:00, -23.47986, 152.07735, 26.72,  2.45,  2.25,  3.70,  9.26,  8.64, 10.56, 12.80, 55.94, 56.01, 19.17, 34.04,1,1,100,68 
SPOT_30856C,02-Mar-2025 12:30:00, -23.47978, 152.07736, 26.74,  2.37,  2.13,  3.58,  8.74,  8.91, 10.82, 12.80, 56.73, 56.30, 15.41, 23.60,1,1,100,68 
SPOT_30856C,02-Mar-2025 13:00:00, -23.47991, 152.07735, 26.73,  1.91,  2.00,  3.92,  8.38,  7.81,  9.65, 12.80, 50.02, 51.81, 19.20, 29.65,1,1,100,68 
SPOT_30856C,02-Mar-2025 13:30:00, -23.47991, 152.07734, 26.76,  2.39,  2.34,  3.98,  9.70,  8.64, 10.27, 12.80, 46.20, 47.66, 17.91, 26.55,1,1,100,68 
SPOT_30856C,02-Mar-2025 14:00:00, -23.47979, 152.07736, 26.77,  2.02,  2.03,  3.59,  8.54,  7.99,  9.78, 12.80, 53.62, 52.21, 15.24, 26.81,1,1,100,68 
SPOT_30856C,02-Mar-2025 14:30:00, -23.47972, 152.07742, 26.81,  2.43,  2.22,  3.12,  9.12,  8.83, 10.56, 12.80, 54.38, 54.69, 12.20, 20.12,1,1,100,68 
SPOT_30856C,02-Mar-2025 15:00:00, -23.47975, 152.07742, 26.81,  2.52,  2.10,  3.66,  8.77,  9.02, 10.43, 12.80, 50.65, 52.37, 12.41, 19.44,1,1,100,68 
SPOT_30856C,02-Mar-2025 15:30:00, -23.47991, 152.07736, 26.81,  2.13,  2.10,  4.12,  8.46,  8.47,  9.98, 12.80, 48.94, 50.32, 16.89, 24.15,1,1,100,68 
SPOT_30856C,02-Mar-2025 16:00:00, -23.47997, 152.07735, 26.82,  1.94,  1.80,  2.93,  7.56,  7.53,  8.91, 10.24, 50.47, 50.24, 16.22, 27.68,1,1,100,68 
SPOT_30856C,02-Mar-2025 16:30:00, -23.47992, 152.07735, 26.82,  1.84,  1.86,  2.98,  8.58,  7.38,  8.93, 11.38, 46.71, 44.98, 21.00, 28.01,1,1,100,68 
SPOT_30856C,02-Mar-2025 17:00:00, -23.47991, 152.07734, 26.80,  1.80,  1.60,  2.43,  7.34,  7.34,  8.89, 11.38, 39.55, 40.85, 21.58, 27.63,1,1,100,68 
SPOT_30856C,02-Mar-2025 17:30:00, -23.47992, 152.07734, 26.82,  1.67,  1.65,  2.81,  7.71,  7.34,  8.86, 11.38, 34.22, 35.86, 24.20, 29.99,1,1,100,68 
SPOT_30856C,02-Mar-2025 18:00:00, -23.47991, 152.07734, 26.77,  1.92,  1.80,  2.94,  7.84,  7.41,  8.91, 11.38, 36.96, 37.69, 20.22, 28.30,1,1,100,68 
SPOT_30856C,02-Mar-2025 18:30:00, -23.47994, 152.07733, 26.74,  1.84,  1.68,  2.58,  7.36,  7.15,  8.50, 11.38, 31.52, 34.22, 22.86, 30.05,1,1,100,68 
SPOT_30856C,02-Mar-2025 19:00:00, -23.47991, 152.07733, 26.71,  1.73,  1.70,  2.68,  7.86,  7.07,  8.49, 11.38, 31.38, 35.17, 27.44, 34.09,1,1,100,68 
SPOT_30856C,02-Mar-2025 19:30:00, -23.47990, 152.07734, 26.70,  1.90,  1.68,  2.68,  7.54,  7.20,  8.56, 11.38, 29.79, 35.53, 31.33, 40.04,1,1,100,68 
SPOT_30856C,02-Mar-2025 20:00:00, -23.47986, 152.07733, 26.69,  1.83,  1.75,  3.11,  7.00,  6.69,  8.07, 11.38, 41.94, 43.48, 22.73, 32.86,1,1,100,68 
SPOT_30856C,02-Mar-2025 20:30:00, -23.47982, 152.07734, 26.69,  1.71,  1.66,  2.76,  6.48,  6.24,  7.69, 11.38, 46.36, 48.24, 15.86, 29.65,1,1,100,68 
SPOT_30856C,02-Mar-2025 21:00:00, -23.47971, 152.07739, 26.68,  1.77,  1.64,  2.98,  6.41,  6.16,  7.52, 11.38, 54.27, 55.55, 15.37, 28.99,1,1,100,68 
SPOT_30856C,02-Mar-2025 21:30:00, -23.47963, 152.07745, 26.67,  1.70,  1.67,  3.06,  6.29,  5.76,  7.11, 11.38, 55.95, 59.37, 15.05, 29.38,1,1,100,68 
SPOT_30856C,02-Mar-2025 22:00:00, -23.47946, 152.07779, 26.67,  1.70,  1.60,  2.98,  6.09,  5.65,  7.02, 11.38, 58.91, 63.89, 17.61, 28.39,1,1,100,68 
SPOT_30856C,02-Mar-2025 22:30:00, -23.47957, 152.07809, 26.65,  1.71,  1.58,  2.40,  6.21,  6.01,  7.54, 11.38, 62.16, 69.93, 15.47, 30.24,1,1,100,68 
SPOT_30856C,02-Mar-2025 23:00:00, -23.47965, 152.07801, 26.63,  1.61,  1.48,  2.59,  6.32,  6.30,  7.93, 11.38, 62.16, 66.79, 15.45, 27.77,1,1,100,68 
SPOT_30856C,02-Mar-2025 23:30:00, -23.47945, 152.07799, 26.48,  1.51,  1.39,  2.36,  6.44,  6.13,  7.95, 11.38, 67.89, 71.73, 19.98, 31.35,1,1,100,68 
SPOT_30856C,03-Mar-2025 00:00:00, -23.47947, 152.07804, 26.46,  1.38,  1.22,  2.10,  6.22,  6.05,  8.09, 11.38, 68.23, 70.50, 20.55, 31.52,1,1,100,68 
SPOT_30856C,03-Mar-2025 00:30:00, -23.47948, 152.07805, 26.44,  1.13,  0.99,  1.80,  5.49,  5.31,  7.43, 12.80, 66.10, 70.54, 19.90, 35.05,1,1,100,68 
SPOT_30856C,03-Mar-2025 01:00:00, -23.47945, 152.07795, 26.42,  1.12,  0.99,  1.87,  5.67,  5.36,  7.54, 11.38, 66.85, 67.84, 22.82, 35.23,1,1,100,68 
SPOT_30856C,03-Mar-2025 01:30:00, -23.47949, 152.07776, 26.47,  1.17,  1.04,  1.78,  6.65,  5.79,  7.93, 11.38, 59.92, 61.70, 17.42, 29.96,1,1,100,68 
SPOT_30856C,03-Mar-2025 02:00:00, -23.47988, 152.07736, 26.52,  1.15,  1.07,  1.68,  6.55,  5.90,  7.84, 11.38, 49.53, 50.57, 21.56, 36.77,1,1,100,68 
SPOT_30856C,03-Mar-2025 02:30:00, -23.47994, 152.07736, 26.52,  1.21,  1.15,  2.18,  6.43,  6.07,  8.03, 11.38, 46.92, 46.76, 20.94, 37.93,1,1,100,68 
SPOT_30856C,03-Mar-2025 03:00:00, -23.47995, 152.07737, 26.54,  1.16,  1.00,  1.98,  5.84,  5.93,  7.83, 11.38, 51.34, 50.04, 18.73, 38.42,1,1,100,68 
SPOT_30856C,03-Mar-2025 03:30:00, -23.47998, 152.07738, 26.53,  1.14,  1.03,  1.82,  6.12,  5.98,  7.97, 12.80, 52.16, 49.30, 21.10, 39.35,1,1,100,68 
SPOT_30856C,03-Mar-2025 04:00:00, -23.48003, 152.07742, 26.40,  1.06,  0.95,  1.66,  5.78,  5.64,  7.42, 11.38, 51.28, 49.45, 20.74, 40.35,1,1,100,68 
SPOT_30856C,03-Mar-2025 04:30:00, -23.47988, 152.07741, 26.51,  1.06,  1.02,  1.72,  6.38,  5.94,  7.75, 11.38, 50.55, 51.30, 17.66, 33.99,1,1,100,68 
SPOT_30856C,03-Mar-2025 05:00:00, -23.47998, 152.07738, 26.44,  1.19,  1.11,  1.70,  7.66,  7.15,  9.03, 11.38, 48.93, 48.35, 19.72, 31.06,1,1,100,68 
SPOT_30856C,03-Mar-2025 05:30:00, -23.47997, 152.07739, 26.54,  1.08,  1.05,  1.79,  7.42,  7.06,  8.74, 11.38, 48.46, 46.41, 23.51, 33.69,1,1,100,68 
SPOT_30856C,03-Mar-2025 06:00:00, -23.47998, 152.07737, 26.57,  1.01,  0.93,  1.61,  7.09,  6.88,  8.53, 11.38, 42.38, 42.96, 22.82, 34.35,1,1,100,68 
SPOT_30856C,03-Mar-2025 06:30:00, -23.47996, 152.07736, 26.62,  1.00,  0.92,  1.55,  6.68,  6.60,  8.15, 11.38, 38.99, 40.20, 29.33, 39.55,1,1,100,68 
SPOT_30856C,03-Mar-2025 07:00:00, -23.47994, 152.07735, 26.66,  1.13,  1.06,  1.84,  7.33,  7.19,  8.74, 11.38, 43.81, 41.45, 27.09, 37.33,1,1,100,68 
SPOT_30856C,03-Mar-2025 07:30:00, -23.47992, 152.07735, 26.68,  1.10,  1.05,  1.86,  7.13,  6.96,  8.38, 11.38, 35.03, 37.54, 28.61, 39.63,1,1,100,68 
SPOT_30856C,03-Mar-2025 08:00:00, -23.47989, 152.07734, 26.68,  0.87,  0.86,  1.36,  6.42,  5.94,  7.31, 11.38, 38.60, 38.41, 28.60, 46.77,1,1,100,68 
SPOT_30856C,03-Mar-2025 08:30:00, -23.47991, 152.07736, 26.68,  0.80,  0.79,  1.48,  6.15,  5.55,  6.99, 11.38, 40.05, 41.24, 25.87, 47.07,1,1,100,68 
SPOT_30856C,03-Mar-2025 09:00:00, -23.47993, 152.07738, 26.67,  0.91,  0.87,  1.54,  5.96,  5.62,  7.19, 11.38, 45.09, 47.11, 19.14, 42.61,1,1,100,68 
SPOT_30856C,03-Mar-2025 09:30:00, -23.47989, 152.07761, 26.69,  0.89,  0.85,  1.44,  5.82,  5.56,  7.33, 11.38, 52.83, 54.45, 15.68, 38.71,1,1,100,68 
SPOT_30856C,03-Mar-2025 10:00:00, -23.47947, 152.07795, 26.72,  0.97,  0.87,  1.50,  5.96,  5.63,  7.21, 11.38, 54.30, 58.28, 18.85, 40.71,1,1,100,68 
SPOT_30856C,03-Mar-2025 10:30:00, -23.47958, 152.07816, 26.75,  0.95,  0.95,  1.46,  6.44,  5.63,  7.23, 11.38, 54.76, 58.43, 22.20, 44.52,1,1,100,68 
SPOT_30856C,03-Mar-2025 11:00:00, -23.47961, 152.07821, 26.77,  1.01,  1.02,  1.63,  7.43,  6.27,  7.96, 11.38, 55.18, 60.07, 31.49, 44.92,1,1,100,68 
SPOT_30856C,03-Mar-2025 11:30:00, -23.47967, 152.07823, 26.73,  1.06,  0.99,  1.58,  7.06,  6.83,  8.50, 11.38, 59.18, 59.81, 35.58, 44.83,1,1,100,68 
SPOT_30856C,03-Mar-2025 12:00:00, -23.47968, 152.07824, 26.76,  1.01,  0.98,  1.84,  6.60,  6.61,  8.05, 11.38, 56.51, 60.59, 42.35, 50.70,1,1,100,68 
SPOT_30856C,03-Mar-2025 12:30:00, -23.47970, 152.07825, 26.77,  0.98,  0.99,  1.68,  7.57,  6.89,  8.49, 11.38, 57.43, 58.53, 47.54, 53.54,1,1,100,68 
SPOT_30856C,03-Mar-2025 13:00:00, -23.47971, 152.07825, 26.79,  1.01,  0.93,  1.59,  7.30,  6.85,  8.50, 11.38, 57.11, 59.92, 48.15, 51.62,1,1,100,68 
SPOT_30856C,03-Mar-2025 13:30:00, -23.47968, 152.07824, 26.80,  0.84,  0.76,  1.21,  6.57,  6.64,  8.37, 11.38, 59.93, 60.05, 46.44, 51.20,1,1,100,68 
SPOT_30856C,03-Mar-2025 14:00:00, -23.47965, 152.07822, 26.92,  0.82,  0.74,  1.36,  6.52,  6.34,  8.21, 11.38, 61.79, 59.51, 37.24, 46.10,1,1,100,68 
